NrRegisto,DataRegisto,NomeAlojamento,Modalidade,NrCamas,NrUtentes,MoradaFornecida,CodPostal,Freguesia,RuaPadronizada,RuaMatch,LimpezaDados,Ano,Mes,NrPredio,Endereco,Latitude,Longitude
2462/AL,2012-11-06,Madalena Hermitage,Apartamento,3.0,4,"Rua Madalena, 29",1100-318,Santa Maria Maior,rua madalena,rua da madalena,done,2012,11,29.0,"rua da madalena, 29",38.7090944,-9.1349333
24629/AL,2016-02-16,LIWEN YAO,Apartamento,2.0,4,"Rua Fanqueiros, 267",1100-227,Santa Maria Maior,rua fanqueiros,rua dos fanqueiros,done,2016,2,267.0,"rua dos fanqueiros, 267",38.713126,-9.1370659
2463/AL,2012-11-06,Madalena Hermitage,Apartamento,1.0,2,"Rua Madalena, 29",1100-318,Santa Maria Maior,rua madalena,rua da madalena,done,2012,11,29.0,"rua da madalena, 29",38.7090944,-9.1349333
24637/AL,2016-02-16,Tagus Life,Apartamento,1.0,3,"Avenida Peregrinação, 3",1990-378,Parque das Nações,avenida peregrinação,avenida da peregrinação,done,2016,2,3.0,"avenida da peregrinação, 3",38.7821498,-9.0953074
2464/AL,2012-11-06,Madalena Hermitage,Apartamento,2.0,2,"Rua Madalena, 29",1100-318,Santa Maria Maior,rua madalena,rua da madalena,done,2012,11,29.0,"rua da madalena, 29",38.7090944,-9.1349333
24641/AL,2016-02-16,Parreiras White,Apartamento,2.0,4,"Rua Parreiras, 35",1200-317,Misericórdia,rua parreiras,rua das parreiras,done,2016,2,35.0,"rua das parreiras, 35",38.7121431,-9.151274
24642/AL,2016-02-17,Studio Amendoeira,Apartamento,1.0,2,"Largo Outeirinho da Amendoeira, 12",1100-386,São Vicente,largo outeirinho da amendoeira,largo do outeirinho da amendoeira,done,2016,2,12.0,"largo do outeirinho da amendoeira, 12",38.7138585,-9.1269353
24643/AL,2016-02-17,JAKKO,Apartamento,1.0,2,"Travessa Bica aos Anjos, 46",1170-061,Arroios,travessa bica aos anjos,travessa da bica aos anjos,done,2016,2,46.0,"travessa da bica aos anjos, 46",38.721941,-9.1346882
24645/AL,2016-02-17,Castelo Terrace,Apartamento,6.0,6,"Travessa Chão da Feira, 11",1100-144,Santa Maria Maior,travessa chão da feira,travessa do chão da feira,done,2016,2,11.0,"travessa do chão da feira, 11",38.712137,-9.132176
2465/AL,2010-12-29,Pensão Estação Central,Estabelecimento de hospedagem,32.0,43,"Calçada Carmo, 17",1200-090,Santa Maria Maior,calçada carmo,calçada do carmo,done,2010,12,17.0,"calçada do carmo, 17",38.71347950000001,-9.1403862
24654/AL,2016-02-17,Residencial O Paradouro,Estabelecimento de hospedagem-Hostel,49.0,60,"Avenida Reis, 106",1150-022,Arroios,avenida reis,avenida almirante reis,done,2016,2,106.0,"avenida almirante reis, 106",38.7309985,-9.134244
2466/AL,2014-12-31,FLH - Luxus Santa Catarina,Apartamento,3.0,6,"Rua Cordoeiros, 41A 1",1200-127,Misericórdia,rua cordoeiros,rua dos cordoeiros,done,2014,12,1.0,"rua dos cordoeiros, 1",38.7089757,-9.1468321
24664/AL,2016-02-17,HAVANEZA RESIDENCE 3,Apartamento,6.0,10,Largo Calvário,1300-114,Alcântara,largo calvário,largo do calvário,done,2016,2,,largo do calvário,38.7047601,-9.177538
24665/AL,2016-02-17,Havaneza Residence 2,Apartamento,5.0,7,"Rua José Dias Coelho, 12",1300-328,Alcântara,rua josé dias coelho,rua josé dias coelho,done,2016,2,12.0,"rua josé dias coelho, 12",38.7051563,-9.1772023
24673/AL,2016-02-17,Chiado Loft 9/Chiado loft 10/Chiado loft 11,Apartamento,6.0,9,"Rua Luz Soriano, 19",1200-248,Misericórdia,rua luz soriano,rua luz soriano,done,2016,2,19.0,"rua luz soriano, 19",38.7112799,-9.1459584
24679/AL,2016-02-17,Chiado Top Floor,Apartamento,3.0,6,"Rua Bica Duarte Belo, 2",1200-056,Misericórdia,rua bica duarte belo,rua da bica duarte belo,done,2016,2,2.0,"rua da bica duarte belo, 2",38.7094874,-9.1462862
24693/AL,2016-02-17,Casa Portuguesa Chiado,Apartamento,3.0,6,"Rua Misericórdia, 17",1200-270,Misericórdia,rua misericórdia,rua da misericórdia,manual,2016,2,17.0,"rua da misericórdia, 17",38.7111416,-9.1430444
24696/AL,2016-02-17,Sorriso,Apartamento,1.0,2,"Rua Rosa, 3",1200-381,Misericórdia,rua rosa,rua da rosa,done,2016,2,3.0,"rua da rosa, 3",38.7109825,-9.1455774
24697/AL,2016-02-17,C. Tijolo 25,Apartamento,1.0,2,"Calçada Tijolo, 25",1200-464,Misericórdia,calçada tijolo,calçada do tijolo,done,2016,2,25.0,"calçada do tijolo, 25",38.71417,-9.1464319
24698/AL,2016-02-17,Mansarda da Rosa,Apartamento,3.0,4,"Rua Rosa, 225",1200-381,Misericórdia,rua rosa,rua da rosa,done,2016,2,225.0,"rua da rosa, 225",38.7141995,-9.1458531
24700/AL,2016-02-17,Rosa Residence,Apartamento,4.0,8,"Artéria  Artária Escolas Gerais, 37",1100-213,São Vicente,artéria  artária escolas gerais,escolas gerais,manual,2016,2,37.0,"escolas gerais, 37",38.7139556,-9.1284039
24714/AL,2016-02-18,Varanda do Rato,Apartamento,4.0,7,"Calçada Bento da Rocha Cabral, 10",1250-047,Santo António,calçada bento da rocha cabral,calçada bento da rocha cabral,done,2016,2,10.0,"calçada bento da rocha cabral, 10",38.7206242,-9.1546772
2472/AL,2014-12-31,Saldanha Prestige,Apartamento,7.0,10,"Rua Pinheiro Chagas, 4",1050-177,Avenidas Novas,rua pinheiro chagas,rua pinheiro chagas,done,2014,12,4.0,"rua pinheiro chagas, 4",38.7327899,-9.1460327
24726/AL,2016-02-18,GINJINHA,Apartamento,4.0,8,"Rua Gáveas, 19",1200-206,Misericórdia,rua gáveas,rua das gáveas,manual,2016,2,19.0,"rua das gáveas, 19",38.7111691,-9.1433918
24735/AL,2016-02-18,Liberty Duplex II,Apartamento,4.0,5,"Travessa Santa Marta, 13",1150-299,Santo António,travessa santa marta,travessa de santa marta,done,2016,2,13.0,"travessa de santa marta, 13",38.7233149,-9.144501300000002
24737/AL,2016-02-18,Liberty Penthouse,Apartamento,5.0,8,"Rua Salitre, 149",1250-198,Santo António,rua salitre,rua do salitre,done,2016,2,149.0,"rua do salitre, 149",38.719638,-9.1497232
2474/AL,2014-12-31,Casa da Avenida Lisboa,Estabelecimento de hospedagem,7.0,9,"Avenida Almirante Reis, 189",1000-048,Arroios,avenida almirante reis,avenida almirante reis,done,2014,12,189.0,"avenida almirante reis, 189",38.7354735,-9.134352
2475/AL,2014-12-31,Design Duplex Apartament BA/Chiado,Apartamento,4.0,6,"Rua Norte, 27",1200-286,Misericórdia,rua norte,rua do norte,done,2014,12,27.0,"rua do norte, 27",38.7112195,-9.1438068
24758/AL,2016-02-19,Luxury Penthouse W Spacious Balcony,Apartamento,5.0,7,"Alameda Oceanos, 93",1990-234,Parque das Nações,alameda oceanos,alameda dos oceanos,done,2016,2,93.0,"alameda dos oceanos, 93",38.7787754,-9.0957177
24759/AL,2014-06-02,"Rua do castelo picao, nº58, 2º Esq",Apartamento,2.0,3,"Rua Castelo Picão, 58",1100-128,Santa Maria Maior,rua castelo picão,rua de castelo picão,done,2014,6,58.0,"rua de castelo picão, 58",38.7121081,-9.1293028
2476/AL,2014-12-31,FLH GRACA APARTMENT WITH PRIVATE POOL,Apartamento,4.0,6,"Escadinhas Damasceno Monteiro, 7",1170-107,São Vicente,escadinhas damasceno monteiro,escadinhas damasceno monteiro,done,2014,12,7.0,"escadinhas damasceno monteiro, 7",38.719634,-9.1328497
24764/AL,2016-02-19,Penthouse With Terrace & Garage,Apartamento,3.0,5,"Alameda Oceanos, 2.03.07C 6º A",1990-136,Parque das Nações,alameda oceanos,alameda dos oceanos,done,2016,2,6.0,"alameda dos oceanos, 6",38.7548902,-9.0958057
2477/AL,2014-12-31,Andre Terrace,Apartamento,3.0,6,"Calçada Santo André, 36",1100-497,São Vicente,calçada santo andré,calçada de santo andré,done,2014,12,36.0,"calçada de santo andré, 36",38.7152266,-9.1316588
24771/AL,2016-02-19,Galé3,Apartamento,1.0,2,"Beco Forno da Galé, 4",1100-253,Santa Maria Maior,beco forno da galé,beco do forno da galé,done,2016,2,4.0,"beco do forno da galé, 4",38.71072789999999,-9.1297008
24775/AL,2016-02-19,Galé1,Apartamento,1.0,2,"Beco Forno da Galé, 4",1100-253,Santa Maria Maior,beco forno da galé,beco do forno da galé,done,2016,2,4.0,"beco do forno da galé, 4",38.71072789999999,-9.1297008
2478/AL,2014-12-31,Casa da Avenida,Estabelecimento de hospedagem,7.0,9,"Avenida Almirante Reis, 189",1000-048,Arroios,avenida almirante reis,avenida almirante reis,done,2014,12,189.0,"avenida almirante reis, 189",38.7354735,-9.134352
24792/AL,2016-02-19,Casa 38,Apartamento,2.0,4,"Rua Bombarda, 38",1100-100,Arroios,rua bombarda,rua da bombarda,done,2016,2,38.0,"rua da bombarda, 38",38.7203556,-9.1339947
24808/AL,2016-02-19,The Blue House Mouraria in Lisbon,Apartamento,3.0,4,"Rua Benformoso, 99",1100-083,Santa Maria Maior,rua benformoso,rua do benformoso,done,2016,2,99.0,"rua do benformoso, 99",38.7178749,-9.1350837
24809/AL,2016-02-19,Alojamento,Apartamento,2.0,4,"1ª Rua Rua do Arco da Graça, 7",1150-049,Arroios,rua rua do arco da graça,rua do arco da graça,manual,2016,2,7.0,"rua do arco da graça, 7",38.7156115,-9.1378541
24810/AL,2016-02-19,Combro 77 APT 3J,Apartamento,1.0,2,"Beco Carrasco, 12",1200-096,Misericórdia,beco carrasco,beco do carrasco,done,2016,2,12.0,"beco do carrasco, 12",38.710162,-9.1507773
24812/AL,2016-02-19,In Love With Alfama 3,Apartamento,2.0,4,Calçada Vicente,1100-566,Santa Maria Maior,calçada vicente,calçada de são vicente,done,2016,2,,calçada de são vicente,38.7133697,-9.1278649
24814/AL,2016-02-19,In Love Wiith Alfama1,Apartamento,2.0,4,"Calçada Vicente, 22",1100-566,Santa Maria Maior,calçada vicente,calçada de são vicente,done,2016,2,22.0,"calçada de são vicente, 22",38.7132083,-9.1278365
24820/AL,2016-02-22,SOL II,Apartamento,2.0,4,"Rua Sol à Graça, 49",1170-363,São Vicente,rua sol à graça,rua do sol à graça,done,2016,2,49.0,"rua do sol à graça, 49",38.7185703,-9.1289959
2483/AL,2014-12-31,FLH Chiado Apartments,Apartamento,2.0,4,"Rua Alecrim, 43",1200-014,Misericórdia,rua alecrim,rua do alecrim,done,2014,12,43.0,"rua do alecrim, 43",38.7080397,-9.1434119
24837/AL,2014-11-26,São Vicente V,Apartamento,1.0,1,"Rua Marinha, 14",1100-491,São Vicente,rua marinha,rua de santa marinha,done,2014,11,14.0,"rua de santa marinha, 14",38.714412,-9.1300018
24856/AL,2016-02-22,Alfama com Alma,Apartamento,3.0,4,"Rua  Escolas Gerais, 51",1100-215,Santa Maria Maior,rua  escolas gerais,rua das escolas gerais,done,2016,2,51.0,"rua das escolas gerais, 51",38.7128046,-9.1285913
2487/AL,2015-01-01,Rossio Convento da Encarnação Apartment,Apartamento,6.0,8,"1ª Rua Convento da Encarnação, 43",1150-113,Arroios,rua convento da encarnação,rua do convento da encarnação,done,2015,1,43.0,"rua do convento da encarnação, 43",38.7157758,-9.1388778
2488/AL,2015-01-01,Rossio Suites,Apartamento,8.0,10,"Rua Convento da Encarnação, 29",1150-113,Arroios,rua convento da encarnação,rua do convento da encarnação,done,2015,1,29.0,"rua do convento da encarnação, 29",38.7156903,-9.1387147
24894/AL,2016-02-22,Studio com Alma,Apartamento,1.0,2,"Rua  Escolas Gerais, 49",1100-215,Santa Maria Maior,rua  escolas gerais,rua das escolas gerais,done,2016,2,49.0,"rua das escolas gerais, 49",38.7127769,-9.1285586
24900/AL,2016-02-22,Olival 2,Apartamento,4.0,6,"Rua Olival, 48",1200-742,Estrela,rua olival,rua do olival,done,2016,2,48.0,"rua do olival, 48",38.705638,-9.1616295
24901/AL,2014-11-26,Paraiso II,Apartamento,3.0,5,"Travessa Meio A Santa Clara, 11",1100-344,São Vicente,travessa meio a santa clara,travessa do meio,manual,2014,11,11.0,"travessa do meio, 11",38.7141315,-9.1249518
24905/AL,2014-11-26,Paríso III,Apartamento,4.0,6,"Rua Paraíso, 48",1149-073,São Vicente,rua paraíso,rua do paraíso,done,2014,11,48.0,"rua do paraíso, 48",38.7143967,-9.1240738
24928/AL,2016-02-22,Charming Arsenal Apartment,Apartamento,1.0,2,"Rua Arsenal, 84",1100-040,Santa Maria Maior,rua arsenal,rua do arsenal,done,2016,2,84.0,"rua do arsenal, 84",38.7075956,-9.1402288
2493/AL,2015-01-02,FixingInn Casa 8,Apartamento,1.0,2,"Travessa Arrábida, nº 8, 5",1250-035,Campo de Ourique,travessa arrábida,travessa da arrábida,done,2015,1,5.0,"travessa da arrábida, 5",38.7187379,-9.1587943
24933/AL,2016-02-22,Madragoa 57,Apartamento,2.0,4,"Rua Madres, 57",1200-709,Estrela,rua madres,rua das madres,done,2016,2,57.0,"rua das madres, 57",38.7085414,-9.1550362
24936/AL,2016-02-22,Gulbenkian Park Residence,Apartamento,11.0,9,"Avenida João Crisóstomo, 60",1000-176,Avenidas Novas,avenida joão crisóstomo,avenida joão crisóstomo,done,2016,2,60.0,"avenida joão crisóstomo, 60",38.7359499,-9.1507445
24941/AL,2016-02-22,SINOREIS,Apartamento,1.0,2,"Beco Carrasco, 12",1200-096,Misericórdia,beco carrasco,beco do carrasco,done,2016,2,12.0,"beco do carrasco, 12",38.710162,-9.1507773
24946/AL,2016-02-22,Combro 77 APT 2A,Apartamento,1.0,2,"Beco Carrasco, 12",1200-096,Misericórdia,beco carrasco,beco do carrasco,done,2016,2,12.0,"beco do carrasco, 12",38.710162,-9.1507773
24948/AL,2016-02-22,Combro 77 APT 1A,Apartamento,1.0,2,"Beco Carrasco, 12",1200-096,Misericórdia,beco carrasco,beco do carrasco,done,2016,2,12.0,"beco do carrasco, 12",38.710162,-9.1507773
24950/AL,2016-02-22,Combro 77 APT 1C,Apartamento,1.0,2,"Beco Carrasco, 12",1200-096,Misericórdia,beco carrasco,beco do carrasco,done,2016,2,12.0,"beco do carrasco, 12",38.710162,-9.1507773
24951/AL,2016-02-22,Combro 77 APT 1D,Apartamento,1.0,2,"Beco Carrasco, 12",1200-096,Misericórdia,beco carrasco,beco do carrasco,done,2016,2,12.0,"beco do carrasco, 12",38.710162,-9.1507773
24952/AL,2016-02-22,Combro 77 APT 1B,Apartamento,1.0,2,"Beco Carrasco, 12",1200-096,Misericórdia,beco carrasco,beco do carrasco,done,2016,2,12.0,"beco do carrasco, 12",38.710162,-9.1507773
24953/AL,2016-02-22,28 Lisbon Tram Apartment,Apartamento,2.0,4,"Calçada de São Francisco, 6",1200-412,Santa Maria Maior,calçada de são francisco,calçada de são francisco,done,2016,2,6.0,"calçada de são francisco, 6",38.7088608,-9.1394106
24964/AL,2016-02-23,LIGHT CORNER HOUSE,Apartamento,3.0,5,"Rua Bartolomeu Costa, 43",1170-048,São Vicente,rua bartolomeu costa,rua bartolomeu da costa,done,2016,2,43.0,"rua bartolomeu da costa, 43",38.7213844,-9.1252944
24976/AL,2016-02-23,Low Cost Hostel,Estabelecimento de hospedagem-Hostel,10.0,10,"Rua Atalaia, 112",1200-043,Misericórdia,rua atalaia,rua da atalaia,done,2016,2,112.0,"rua da atalaia, 112",38.7125214,-9.1449441
24984/AL,2016-02-23,LISBON CORE III,Apartamento,2.0,3,"1ª Rua Luz Soriano, 26",1200-246,Misericórdia,rua luz soriano,rua luz soriano,done,2016,2,26.0,"rua luz soriano, 26",38.7116812,-9.1457561
24985/AL,2016-02-23,Páteo das Buganvilias - Lumiar,Apartamento,3.0,6,"Rua do Lumiar, 24",1750-163,Lumiar,rua do lumiar,rua do lumiar,done,2016,2,24.0,"rua do lumiar, 24",38.7751718,-9.1626248
24986/AL,2016-02-23,JustLisbon,Apartamento,5.0,9,"Calçada Combro, 15",1200-110,Misericórdia,calçada combro,calçada do combro,done,2016,2,15.0,"calçada do combro, 15",38.71087850000001,-9.1465813
24987/AL,2016-02-23,JustLisbon,Apartamento,7.0,14,"Rua Escola Politécnica, 92",1250-102,Santo António,rua escola politécnica,rua da escola politécnica,done,2016,2,92.0,"rua da escola politécnica, 92",38.718367,-9.1522096
25007/AL,2016-02-24,New Lisbon Concept Hostel,Estabelecimento de hospedagem-Hostel,41.0,41,"Avenida Liberdade, 204",1250-147,Santo António,avenida liberdade,avenida da liberdade,done,2016,2,204.0,"avenida da liberdade, 204",38.7217686,-9.1462477
25008/AL,2016-02-24,Lisbon Roots - Apartments,Apartamento,2.0,3,"Rua Cavaleiros, 94",1100-132,Santa Maria Maior,rua cavaleiros,rua dos cavaleiros,done,2016,2,94.0,"rua dos cavaleiros, 94",38.7165202,-9.1345984
25026/AL,2016-02-24,SINOREIS,Apartamento,1.0,2,"Beco Carrasco, 10",1200-096,Misericórdia,beco carrasco,beco do carrasco,done,2016,2,10.0,"beco do carrasco, 10",38.7100927,-9.15073
25033/AL,2016-02-24,GuestHouse Guerra Junqueiro II,Apartamento,10.0,10,"Avenida Guerra Junqueiro, 17",1000-166,Areeiro,avenida guerra junqueiro,avenida guerra junqueiro,done,2016,2,17.0,"avenida guerra junqueiro, 17",38.7391258,-9.1361363
25034/AL,2016-02-24,SINOREIS,Apartamento,1.0,2,"Beco Carrasco, 10",1200-096,Misericórdia,beco carrasco,beco do carrasco,done,2016,2,10.0,"beco do carrasco, 10",38.7100927,-9.15073
25050/AL,2016-02-24,Nascer do Sol,Apartamento,3.0,5,"Rua Rosa, 213",1200-382,Misericórdia,rua rosa,rua da rosa,done,2016,2,213.0,"rua da rosa, 213",38.7140998,-9.1457907
25053/AL,2016-02-24,Paraíso da Rosa,Apartamento,3.0,4,"Rua Rosa, 213",1200-382,Misericórdia,rua rosa,rua da rosa,done,2016,2,213.0,"rua da rosa, 213",38.7140998,-9.1457907
25055/AL,2016-02-24,Elsa Sofia Belchior Maurício Childs,Apartamento,4.0,6,"Rua Capitão Renato Baptista, 49",1150-086,Arroios,rua capitão renato baptista,rua capitão renato baptista,done,2016,2,49.0,"rua capitão renato baptista, 49",38.7221825,-9.136901
25057/AL,2016-02-24,Rua da Sociedade Farmacêutica 1.º Andar,Apartamento,8.0,8,"Rua Sociedade Farmacêutica, 54",1150-340,Santo António,rua sociedade farmacêutica,rua da sociedade farmacêutica,done,2016,2,54.0,"rua da sociedade farmacêutica, 54",38.7263262,-9.1461408
25059/AL,2016-02-24,Flower Apartments,Apartamento,1.0,2,"Beco Flores, 2,4",1100-242,Santa Maria Maior,beco flores,beco das flores,done,2016,2,4.0,"beco das flores, 4",38.713507,-9.13551
25063/AL,2013-11-08,Lisbon Paradise Hostel,Apartamento,7.0,9,"Avenida Almirante Reis, 66",1150-020,Arroios,avenida almirante reis,avenida almirante reis,done,2013,11,66.0,"avenida almirante reis, 66",38.7273194,-9.1345898
2507/AL,2015-01-02,Arrábia 8,Apartamento,1.0,2,"Travessa Arrábida, 8",1250-035,Campo de Ourique,travessa arrábida,travessa da arrábida,done,2015,1,8.0,"travessa da arrábida, 8",38.7186835,-9.1590036
25070/AL,2016-02-25,Lenses House,Apartamento,4.0,6,"Rua Correeiros, 123",1100-163,Santa Maria Maior,rua correeiros,rua dos correeiros,done,2016,2,123.0,"rua dos correeiros, 123",38.7114288,-9.1376308
25073/AL,2016-02-25,Frames House,Apartamento,4.0,8,"Rua Correeiros, 123",1100-163,Santa Maria Maior,rua correeiros,rua dos correeiros,done,2016,2,123.0,"rua dos correeiros, 123",38.7114288,-9.1376308
25081/AL,2016-02-25,AMAZING RIVER VIEW IN ALFAMA,Apartamento,5.0,8,"Rua Barão, 12",1100-073,Santa Maria Maior,rua barão,rua do barão,done,2016,2,12.0,"rua do barão, 12",38.710055,-9.1308966
25097/AL,2016-02-25,Combro 77 APT 3M,Apartamento,1.0,2,"Beco Carrasco, 10",1200-096,Misericórdia,beco carrasco,beco do carrasco,done,2016,2,10.0,"beco do carrasco, 10",38.7100927,-9.15073
25100/AL,2016-02-25,Escadinhas R/C 2,Apartamento,2.0,5,"Escadinhas Estêvão, 17",1100-504,Santa Maria Maior,escadinhas estêvão,escadinhas de santo estêvão,done,2016,2,17.0,"escadinhas de santo estêvão, 17",38.7121638,-9.1274222
25103/AL,2016-02-25,Escadinhas 1º 3,Apartamento,2.0,4,"Escadinhas Estêvão, 17",1100-504,Santa Maria Maior,escadinhas estêvão,escadinhas de santo estêvão,done,2016,2,17.0,"escadinhas de santo estêvão, 17",38.7121638,-9.1274222
25106/AL,2016-02-25,Escadinhas 2º 4,Apartamento,2.0,4,"Escadinhas Estêvão, 17",1100-504,Santa Maria Maior,escadinhas estêvão,escadinhas de santo estêvão,done,2016,2,17.0,"escadinhas de santo estêvão, 17",38.7121638,-9.1274222
25109/AL,2016-02-25,Escadinhas 3º 5,Apartamento,3.0,6,"Escadinhas Estêvão, 17",1100-504,Santa Maria Maior,escadinhas estêvão,escadinhas de santo estêvão,done,2016,2,17.0,"escadinhas de santo estêvão, 17",38.7121638,-9.1274222
25121/AL,2016-02-25,Rosa d´Ouro 1,Apartamento,5.0,7,"Rua Morais Soares, 88",1900-342,Penha de França,rua morais soares,rua morais soares,done,2016,2,88.0,"rua morais soares, 88",38.732971,-9.1311326
25123/AL,2016-02-25,Rosa d´Ouro 3,Apartamento,6.0,9,"Rua Morais Soares, 88",1900-342,Penha de França,rua morais soares,rua morais soares,done,2016,2,88.0,"rua morais soares, 88",38.732971,-9.1311326
25126/AL,2016-02-26,YOU HOME IN LISBON 3,Apartamento,3.0,5,"Largo Sequeira, 2",1100-587,São Vicente,largo sequeira,largo do sequeira,done,2016,2,2.0,"largo do sequeira, 2",38.7136958,-9.1273007
25127/AL,2016-02-26,YOUR HOME IN LISBON 1,Apartamento,1.0,2,"Largo Sequeira, 2",1100-587,São Vicente,largo sequeira,largo do sequeira,done,2016,2,2.0,"largo do sequeira, 2",38.7136958,-9.1273007
25129/AL,2016-02-26,YOUR HOME IN LISBON 2,Apartamento,1.0,2,"Largo Sequeira, 2",1100-587,São Vicente,largo sequeira,largo do sequeira,done,2016,2,2.0,"largo do sequeira, 2",38.7136958,-9.1273007
25144/AL,2016-02-26,Belém,Apartamento,2.0,4,"Rua Vieira Portuense , 40",1300-571,Belém,rua vieira portuense,rua vieira portuense,done,2016,2,40.0,"rua vieira portuense, 40",38.6969471,-9.2025562
25145/AL,2016-02-26,Combro 77 APT 2H,Apartamento,1.0,2,"Beco Carrasco, 10",1200-096,Misericórdia,beco carrasco,beco do carrasco,done,2016,2,10.0,"beco do carrasco, 10",38.7100927,-9.15073
25150/AL,2016-02-26,Martins Place,Apartamento,1.0,2,"Rua de São Bento, 153",1200-817,Estrela,rua de são bento,rua de são bento,done,2016,2,153.0,"rua de são bento, 153",38.7146501,-9.154000300000002
